序号,所在小区,网站链接,总价,建筑时间,区域,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
1446,雅雀湖小区 ,https://cs.lianjia.com/ershoufang/104107105684.html,2003年建/板楼,开福,52万,8099元/平米,2室2厅1厨1卫,低楼层 (共8层),64.21㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,暂无数据,2021-08-24,商品房,2006-09-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,1068027880490795
1447,万博汇名邸二期 ,https://cs.lianjia.com/ershoufang/104106405069.html,2012年建/板塔结合,雨花,100万,14181元/平米,2室2厅1厨1卫,中楼层 (共32层),70.52㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,四梯二十户,有,2021-05-06,商品房,2017-05-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,1005205890490773
1448,荣盛花语馨苑 ,https://cs.lianjia.com/ershoufang/104108194611.html,2014年建/塔楼,岳麓,68万,10129元/平米,2室2厅1厨1卫,低楼层 (共34层),67.14㎡,平层,暂无数据,塔楼,东南,钢混结构,毛坯,两梯五户,有,2022-03-04,商品房,2014-03-20,普通住宅,满五年,非共有,有抵押 18万元 工商银行 客户偿还,已上传房本照片,1122602690480906
1449,长城雅苑 ,https://cs.lianjia.com/ershoufang/104107792824.html,2013年建/板塔结合,天心,88万,9601元/平米,2室1厅1厨1卫,低楼层 (共31层),91.66㎡,平层,66.85㎡,板塔结合,南,钢混结构,简装,两梯三户,有,2021-12-12,商品房,2017-06-14,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1005767960440252
1450,万博汇名邸二期 ,https://cs.lianjia.com/ershoufang/104107611398.html,2012年建/塔楼,雨花,145万,19474元/平米,2室2厅1厨1卫,低楼层 (共32层),74.46㎡,平层,56.53㎡,塔楼,东,钢混结构,精装,四梯八户,有,2021-11-12,商品房,2015-03-19,普通住宅,满五年,非共有,有抵押 10万元 自还,已上传房本照片,1095649020450773
1451,青园 ,https://cs.lianjia.com/ershoufang/104107683479.html,2011年建/板塔结合,天心,108万,13348元/平米,2室1厅1厨1卫,低楼层 (共29层),80.9㎡,平层,62.77㎡,板塔结合,南,钢混结构,简装,两梯四户,有,2021-11-23,商品房,2012-07-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,1100108090450812
1452,凤凰城（三期）紫云府 ,https://cs.lianjia.com/ershoufang/104108562264.html,2014年建/板塔结合,长沙县,79.8万,9905元/平米,2室2厅1厨1卫,低楼层 (共34层),80.57㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2022-04-27,商品房,2016-06-28,普通住宅,满五年,非共有,有抵押 10万元 业主自还,已上传房本照片
1453,上海城 ,https://cs.lianjia.com/ershoufang/104107896899.html,2003年建/板楼,雨花,92万,9512元/平米,2室2厅1厨1卫,高楼层 (共11层),96.72㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,有,2022-01-01,商品房,2013-01-06,普通住宅,满五年,非共有,有抵押 50万元,已上传房本照片,1069483900462098
1454,万科西街花园 ,https://cs.lianjia.com/ershoufang/104107803348.html,2008年建/板楼,雨花,105万,11744元/平米,2室2厅1厨1卫,中楼层 (共6层),89.41㎡,平层,78.74㎡,板楼,南 北,钢混结构,简装,一梯两户,无,2021-12-14,商品房,2017-05-10,普通住宅,满五年,非共有,有抵押 56万元 业主自还,已上传房本照片,1107306620400442
1455,金茂府 ,https://cs.lianjia.com/ershoufang/104108031921.html,2014年建/板塔结合,岳麓,309.8万,21767元/平米,3室2厅1厨2卫,高楼层 (共45层),142.33㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,2022-02-11,商品房,2018-01-08,普通住宅,暂无数据,非共有,有抵押 60万元,已上传房本照片,1122120280411498
1456,达美美立方 ,https://cs.lianjia.com/ershoufang/104106967343.html,2014年建/板楼,岳麓,198万,20094元/平米,5室2厅1厨2卫,低楼层 (共31层),98.54㎡,跃层,暂无数据,板楼,南,钢混结构,毛坯,两梯八户,有,2021-07-30,私产,2017-07-27,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1010685520492878
1457,中意花苑 ,https://cs.lianjia.com/ershoufang/104107071931.html,1997年建/板楼,雨花,65万,7658元/平米,2室1厅1厨1卫,低楼层 (共8层),84.88㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯四户,无,2021-08-18,商品房,2005-05-12,普通住宅,满五年,非共有,无抵押,已上传房本照片,1064757320420399
1458,麓谷星辰 ,https://cs.lianjia.com/ershoufang/104108551564.html,2016年建/板塔结合,岳麓,84万,11128元/平米,2室2厅1厨1卫,中楼层 (共30层),75.49㎡,平层,暂无数据,板塔结合,东,钢混结构,其他,一梯六户,暂无数据,2022-04-25,商品房,2017-05-27,普通住宅,满五年,非共有,有抵押,已上传房本照片,1117018520420402
1459,联美品格 ,https://cs.lianjia.com/ershoufang/104107094381.html,2014年建/板楼,岳麓,86万,9738元/平米,2室2厅1厨1卫,高楼层 (共17层),88.32㎡,平层,73.41㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-08-22,商品房,2017-08-22,普通住宅,暂无数据,非共有,有抵押 10万元 工商银行,已上传房本照片,1064401370411201
1460,和泓梅溪四季 ,https://cs.lianjia.com/ershoufang/104107529674.html,2014年建/板塔结合,岳麓,200万,20463元/平米,3室2厅1厨2卫,高楼层 (共33层),97.74㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,2021-10-29,商品房,2018-01-29,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1037625860422160
1461,中建梅溪湖中心 ,https://cs.lianjia.com/ershoufang/104108426568.html,2014年建/板塔结合,岳麓,290万,20552元/平米,4室2厅1厨2卫,高楼层 (共39层),141.11㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯三户,有,2022-04-06,商品房,2017-04-11,普通住宅,满五年,非共有,无抵押,已上传房本照片,1139079530480251
1462,杏花苑 ,https://cs.lianjia.com/ershoufang/104107491030.html,未知年建/暂无数据,天心,52.8万,9140元/平米,2室1厅1厨1卫,中楼层 (共7层),57.77㎡,平层,52.23㎡,暂无数据,南,未知结构,精装,一梯两户,无,2021-10-23,商品房,1996-04-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,1020982500491019
1463,勤诚达新界 ,https://cs.lianjia.com/ershoufang/104108364878.html,未知年建/板楼,望城,141.2万,9480元/平米,4室2厅1厨2卫,中楼层 (共4层),148.95㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯一户,暂无数据,2022-03-27,商品房,2017-09-18,普通住宅,暂无数据,共有,有抵押 50万元 客户偿还,已上传房本照片
1464,西子一间 ,https://cs.lianjia.com/ershoufang/104108163736.html,2011年建/塔楼,雨花,42万,8839元/平米,1室1厅1厨1卫,中楼层 (共22层),47.52㎡,平层,36.54㎡,塔楼,南 北,钢混结构,精装,四梯十七户,有,2022-02-28,商品房,2013-02-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,1147869730400715
1465,锦湘国际星城三期 ,https://cs.lianjia.com/ershoufang/104108553797.html,2008年建/板塔结合,雨花,88万,9899元/平米,2室1厅1厨1卫,高楼层 (共23层),88.9㎡,平层,74㎡,板塔结合,南 北,钢混结构,精装,两梯五户,有,2022-04-26,商品房,2014-06-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,1142106740430305
1466,梅溪鑫苑名家 ,https://cs.lianjia.com/ershoufang/104108193876.html,2017年建/板塔结合,岳麓,95万,13276元/平米,2室1厅1厨1卫,低楼层 (共33层),71.56㎡,平层,54.44㎡,板塔结合,南,钢混结构,精装,三梯四户,有,2022-03-04,商品房,2018-08-09,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1127274020401125
1467,丽都桃源 ,https://cs.lianjia.com/ershoufang/104107103939.html,2012年建/板楼,岳麓,62万,7438元/平米,2室2厅1厨1卫,高楼层 (共18层),83.36㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯五户,有,2021-08-24,商品房,2010-12-31,普通住宅,满五年,非共有,有抵押 40万元,已上传房本照片,1067576980470981
1468,金茂悦 ,https://cs.lianjia.com/ershoufang/104107153387.html,2015年建/塔楼,岳麓,235万,18019元/平米,4室2厅1厨2卫,低楼层 (共32层),130.42㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯四户,有,2021-08-31,商品房,2017-08-16,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1071486250402160
1469,加州阳光东区 ,https://cs.lianjia.com/ershoufang/104107960239.html,未知年建/板塔结合,岳麓,75万,7571元/平米,2室2厅1厨1卫,低楼层 (共15层),99.07㎡,平层,83.81㎡,板塔结合,南,钢混结构,简装,两梯四户,有,2022-01-16,商品房,2009-09-02,普通住宅,满五年,非共有,有抵押 65万元,已上传房本照片,1115233970450391
1470,万科里梅溪郡 ,https://cs.lianjia.com/ershoufang/104107863509.html,2015年建/板楼,岳麓,278万,22915元/平米,3室2厅1厨2卫,低楼层 (共26层),121.32㎡,平层,99.37㎡,板楼,南,钢混结构,精装,两梯五户,有,2021-12-25,商品房,2017-02-27,普通住宅,满五年,共有,有抵押 50万元,已上传房本照片,1125017470470778
1471,弘德西街好莱城 ,https://cs.lianjia.com/ershoufang/104107557696.html,2014年建/板塔结合,岳麓,168万,12921元/平米,4室1厅1厨2卫,高楼层 (共33层),130.03㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,2021-11-02,商品房,2017-01-11,普通住宅,满五年,非共有,有抵押 50万元 工行 业主自还,已上传房本照片,1003410930431588
1472,一心花苑 ,https://cs.lianjia.com/ershoufang/104107495399.html,2002年建/板塔结合,雨花,58万,9627元/平米,2室1厅1厨1卫,高楼层 (共20层),60.25㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯五户,有,2021-10-23,商品房,2007-08-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,1088912110401115
1473,丽都桃源 ,https://cs.lianjia.com/ershoufang/104107103939.html,2012年建/板楼,岳麓,62万,7438元/平米,2室2厅1厨1卫,高楼层 (共18层),83.36㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯五户,有,2021-08-24,商品房,2010-12-31,普通住宅,满五年,非共有,有抵押 40万元,已上传房本照片,1067576980470981
1474,金茂悦 ,https://cs.lianjia.com/ershoufang/104107153387.html,2015年建/塔楼,岳麓,235万,18019元/平米,4室2厅1厨2卫,低楼层 (共32层),130.42㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯四户,有,2021-08-31,商品房,2017-08-16,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1071486250402160
1475,锦湘国际星城三期 ,https://cs.lianjia.com/ershoufang/104108553797.html,2008年建/板塔结合,雨花,88万,9899元/平米,2室1厅1厨1卫,高楼层 (共23层),88.9㎡,平层,74㎡,板塔结合,南 北,钢混结构,精装,两梯五户,有,2022-04-26,商品房,2014-06-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,1142106740430305
1476,龙湖湘风原著A2区 ,https://cs.lianjia.com/ershoufang/104108281743.html,未知年建/暂无数据,望城,283万,17743元/平米,4室2厅1厨2卫,低楼层 (共4层),159.5㎡,跃层,暂无数据,暂无数据,南,未知结构,毛坯,一梯两户,暂无数据,2022-03-15,商品房,2018-03-05,普通住宅,暂无数据,非共有,有抵押 155万元 客户偿还,已上传房本照片
1477,他城时代公寓 ,https://cs.lianjia.com/ershoufang/104105542177.html,2007年建/板塔结合,天心,36.8万,8978元/平米,2室1厅1厨1卫,低楼层 (共21层),40.99㎡,复式,31.65㎡,板塔结合,南,钢混结构,精装,五梯四十一户,有,2020-12-09,商品房,2009-05-19,普通住宅,满五年,非共有,无抵押,已上传房本照片,1010508290471550
1478,东玺门 ,https://cs.lianjia.com/ershoufang/104108335474.html,2009年建/板塔结合,芙蓉,87.8万,10816元/平米,2室2厅1厨1卫,高楼层 (共33层),81.18㎡,错层,暂无数据,板塔结合,北,钢混结构,简装,两梯五户,有,2022-03-23,商品房,2009-05-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,1136338830471443
1479,梅溪鑫苑名家 ,https://cs.lianjia.com/ershoufang/104108377563.html,未知年建/板塔结合,岳麓,93万,13020元/平米,2室2厅1厨1卫,低楼层 (共33层),71.43㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2022-03-29,商品房,2018-06-05,普通住宅,暂无数据,共有,有抵押 15万元 业主自还,已上传房本照片,1137022060472931
1480,时代倾城 ,https://cs.lianjia.com/ershoufang/104108604618.html,未知年建/板塔结合,望城,85万,9641元/平米,2室2厅1厨1卫,高楼层 (共35层),88.17㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2022-05-05,商品房,2019-03-21,普通住宅,暂无数据,非共有,有抵押 52万元 客户偿还,已上传房本照片
1481,金茂悦 ,https://cs.lianjia.com/ershoufang/104108489045.html,2015年建/塔楼,岳麓,202万,17757元/平米,3室2厅1厨2卫,中楼层 (共32层),113.76㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯四户,有,2022-04-15,商品房,2017-08-20,普通住宅,暂无数据,共有,无抵押,已上传房本照片,1142710140470783
1482,丽江翠园 ,https://cs.lianjia.com/ershoufang/104107028448.html,2006年建/板楼,天心,68万,6944元/平米,2室2厅1厨1卫,高楼层 (共7层),97.94㎡,平层,87.53㎡,板楼,南,钢混结构,精装,一梯两户,无,2021-08-10,商品房,2014-06-23,普通住宅,满五年,非共有,无抵押,已上传房本照片,1034152220452479
1483,金茂梅溪湖 ,https://cs.lianjia.com/ershoufang/104107318570.html,未知年建/板楼,岳麓,236.5万,22699元/平米,3室2厅1厨1卫,高楼层 (共42层),104.19㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,2021-09-24,商品房,2017-06-22,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1079479310470783
1484,中交中央公园 ,https://cs.lianjia.com/ershoufang/104108479617.html,未知年建/板塔结合,芙蓉,119.5万,12262元/平米,3室2厅1厨1卫,高楼层 (共33层),97.46㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2022-04-14,商品房,2019-06-04,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1140949750483299
1485,夏威夷碧水春城 ,https://cs.lianjia.com/ershoufang/104108424490.html,未知年建/板楼,天心,88.8万,9913元/平米,2室1厅1厨1卫,中楼层 (共17层),89.58㎡,平层,72.62㎡,板楼,南,钢混结构,精装,一梯十二户,暂无数据,2022-04-06,商品房,2018-05-07,普通住宅,暂无数据,非共有,有抵押 30万元 华融湘江银行 业主自还,已上传房本照片,1129980220492512
1486,万科金域华府 ,https://cs.lianjia.com/ershoufang/104107174521.html,未知年建/板塔结合,雨花,300万,20672元/平米,3室1厅1厨2卫,低楼层 (共3层),145.13㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯十二户,无,2021-09-03,商品房,2017-05-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,1069630500460160
1487,新城国际花都四期 ,https://cs.lianjia.com/ershoufang/104107421899.html,2015年建/板楼,望城,64.6万,6965元/平米,3室2厅1厨1卫,低楼层 (共34层),92.76㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,四梯七户,有,2021-10-11,商品房,2017-10-20,普通住宅,暂无数据,共有,有抵押 15万元 邮政银行 客户偿还,已上传房本照片
1488,杏花园 ,https://cs.lianjia.com/ershoufang/104108602982.html,未知年建/暂无数据,天心,66.6万,9389元/平米,2室2厅1厨1卫,中楼层 (共7层),70.94㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,一梯两户,暂无数据,2022-05-05,商品房,2019-03-19,普通住宅,暂无数据,共有,无抵押,已上传房本照片,1142134680460971
1489,长房西郡 ,https://cs.lianjia.com/ershoufang/104107806139.html,2010年建/板塔结合,岳麓,60万,9378元/平米,2室1厅1厨1卫,中楼层 (共11层),63.98㎡,平层,暂无数据,板塔结合,东,钢混结构,其他,一梯四户,有,2021-12-14,商品房,2007-12-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,1080819560471141
1490,华韵07 ,https://cs.lianjia.com/ershoufang/104106520186.html,2007年建/塔楼,雨花,69万,9152元/平米,2室1厅1厨1卫,高楼层 (共28层),75.4㎡,平层,暂无数据,塔楼,南,钢混结构,简装,四梯十二户,有,2021-05-22,商品房,2017-03-20,普通住宅,满五年,非共有,有抵押 20万元 业主自还,已上传房本照片,1014828150420789
1491,华盛世纪新城 ,https://cs.lianjia.com/ershoufang/104108445205.html,2009年建/板塔结合,雨花,88.8万,9647元/平米,2室2厅1厨1卫,中楼层 (共18层),92.05㎡,平层,77.68㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2022-04-08,商品房,2013-07-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,1140561000422998
1492,山水华景 ,https://cs.lianjia.com/ershoufang/104108237469.html,2008年建/塔楼,芙蓉,61.6万,9822元/平米,2室2厅1厨1卫,高楼层 (共28层),62.7㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,2022-03-09,商品房,2018-04-16,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1051545070480676
